ERR1799719_serotype_14_novel_NN vs ERR2668146_serotype_14_NN
------------------------------------------------------------
Query                 Target                Identity  Similarity
gnl|Bakta|NILAGA_001  gnl|Bakta|JEAJIB_001  0.97      0.99      
gnl|Bakta|NILAGA_004  gnl|Bakta|JEAJIB_003  0.97      0.99      
gnl|Bakta|NILAGA_005  gnl|Bakta|JEAJIB_004  0.99      0.99      
gnl|Bakta|NILAGA_006  gnl|Bakta|JEAJIB_005  0.99      1.00      
gnl|Bakta|NILAGA_007  gnl|Bakta|JEAJIB_006  0.98      0.99      
gnl|Bakta|NILAGA_008  gnl|Bakta|JEAJIB_007  1.00      1.00      
gnl|Bakta|NILAGA_009  gnl|Bakta|JEAJIB_008  1.00      1.00      
gnl|Bakta|NILAGA_010  gnl|Bakta|JEAJIB_009  1.00      1.00      
gnl|Bakta|NILAGA_011  gnl|Bakta|JEAJIB_010  1.00      1.00      
gnl|Bakta|NILAGA_012  gnl|Bakta|JEAJIB_011  1.00      1.00      
gnl|Bakta|NILAGA_013  gnl|Bakta|JEAJIB_012  0.99      0.99      
gnl|Bakta|NILAGA_014  gnl|Bakta|JEAJIB_013  0.97      0.97      
gnl|Bakta|NILAGA_015  gnl|Bakta|JEAJIB_014  0.78      0.78      
gnl|Bakta|NILAGA_017  gnl|Bakta|JEAJIB_015  0.69      0.72      
gnl|Bakta|NILAGA_018  gnl|Bakta|JEAJIB_016  0.55      0.55      
gnl|Bakta|NILAGA_021  gnl|Bakta|JEAJIB_018  0.72      0.76      
gnl|Bakta|NILAGA_022  gnl|Bakta|JEAJIB_019  0.86      0.86      
gnl|Bakta|NILAGA_023  gnl|Bakta|JEAJIB_020  0.49      0.50      
gnl|Bakta|NILAGA_024  gnl|Bakta|JEAJIB_021  0.47      0.47      
gnl|Bakta|NILAGA_025  gnl|Bakta|JEAJIB_023  1.00      1.00      
gnl|Bakta|NILAGA_026  gnl|Bakta|JEAJIB_024  0.96      0.98      
gnl|Bakta|NILAGA_027  gnl|Bakta|JEAJIB_025  1.00      1.00      

ERR1799719_serotype_14_novel_NN vs ERR2681042_serotype_14_NN
------------------------------------------------------------
Query                 Target                Identity  Similarity
gnl|Bakta|NILAGA_001  gnl|Bakta|IAMCMP_002  0.97      0.99      
gnl|Bakta|NILAGA_004  gnl|Bakta|IAMCMP_003  0.97      0.99      
gnl|Bakta|NILAGA_005  gnl|Bakta|IAMCMP_004  0.99      0.99      
gnl|Bakta|NILAGA_006  gnl|Bakta|IAMCMP_005  0.99      1.00      
gnl|Bakta|NILAGA_007  gnl|Bakta|IAMCMP_006  0.98      0.99      
gnl|Bakta|NILAGA_008  gnl|Bakta|IAMCMP_007  1.00      1.00      
gnl|Bakta|NILAGA_009  gnl|Bakta|IAMCMP_008  1.00      1.00      
gnl|Bakta|NILAGA_010  gnl|Bakta|IAMCMP_009  1.00      1.00      
gnl|Bakta|NILAGA_011  gnl|Bakta|IAMCMP_010  1.00      1.00      
gnl|Bakta|NILAGA_012  gnl|Bakta|IAMCMP_011  1.00      1.00      
gnl|Bakta|NILAGA_013  gnl|Bakta|IAMCMP_012  0.94      0.95      
