Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
1,233,480,1,4607,234,0.9957264957264957,0.905641832121093,0.3267882187938289,0.9096034579966171,0.4920802534318902,0.8887143818712139,1
10A,131,475,2,4672,133,0.9849624060150376,0.9077132310083543,0.21617161716171618,0.9096590909090909,0.35453315290933696,0.8145574250182882,1
10B,15,449,1,4765,16,0.9375,0.913885692366705,0.032327586206896554,0.9139579349904398,0.0625,0.3541666666666667,1
10C,0,418,0,4876,0,0,0.921042689837552,0,0.921042689837552,0,0,1
10F,6,485,0,4816,6,1,0.9085078287115639,0.012219959266802444,0.9086112681364236,0.02414486921529175,0.1737649063032368,1
10X,0,471,0,4736,0,0,0.9095448434799308,0,0.9095448434799308,0,0,1
11,1,440,5,4870,6,0.16666666666666666,0.9171374764595104,0.0022675736961451248,0.9162904439428141,0.0044742729306487695,0.03165735567970205,1
11A,84,514,4,4659,88,0.9545454545454546,0.9006379277015272,0.14046822742474915,0.901539631248812,0.24489795918367346,0.711864406779661,1
11B,2,418,2,4914,4,0.5,0.9216054013503376,0.004761904761904762,0.9212893553223388,0.009433962264150945,0.07024793388429754,1
11C,1,431,0,4841,1,1,0.918247344461305,0.0023148148148148147,0.9182628484733548,0.0046189376443418004,0.03794642857142857,1
11D,0,411,0,4818,0,0,0.9213998852553069,0,0.9213998852553069,0,0,1
11E,2,460,1,4636,3,0.6666666666666666,0.9097331240188383,0.004329004329004329,0.9095901157089625,0.00860215053763441,0.06666666666666668,1
12A,0,429,0,4759,0,0,0.9173091750192752,0,0.9173091750192752,0,0,1
12B,5,428,2,4875,7,0.7142857142857143,0.9192909673769565,0.011547344110854504,0.9190207156308852,0.02272727272727273,0.1559633027522936,1
12F,287,436,1,4546,288,0.9965277777777778,0.9124849458048976,0.3969571230982019,0.9170777988614801,0.5677546983184965,0.9152129056462202,1
13,58,397,2,4849,60,0.9666666666666667,0.9243232939382386,0.12747252747252746,0.924802110817942,0.2252427184466019,0.6968197879858657,1
14,324,397,11,4485,335,0.9671641791044776,0.9186808684965179,0.44937586685159503,0.921794134560092,0.6136363636363636,0.9057720769610262,1
15A,127,453,4,4607,131,0.9694656488549618,0.9104743083003952,0.2189655172413793,0.9119630129069544,0.35724331926863573,0.8068011958146488,1
15B,7,422,27,4730,34,0.20588235294117646,0.9180900621118012,0.016317016317016316,0.913420748168145,0.030237580993520516,0.12230215827338128,1
15B-C,0,518,0,4728,0,0,0.9012581014105986,0,0.9012581014105986,0,0,1
15C,8,421,10,4792,18,0.4444444444444444,0.9192403606368693,0.018648018648018648,0.9176065761804626,0.035794183445190156,0.1896792189679219,1
