Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
1,86,740,0,2771,86,1,0.7892338365138137,0.10411622276029056,0.7942730052821796,0.18859649122807018,0.6639418710263397,1000
10A,66,825,0,2720,66,1,0.767277856135402,0.07407407407407407,0.7715314317363611,0.13793103448275862,0.5762711864406779,1000
10B,6,769,1,2933,7,0.8571428571428571,0.7922744462452729,0.007741935483870968,0.7923968724723646,0.01534526854219949,0.11499436302142052,1000
10C,0,643,0,3096,0,0,0.8280288847285371,0,0.8280288847285371,0,0,1000
10F,0,743,1,2968,1,0,0.7997844246833737,0,0.7995689655172413,0,0,1000
10X,0,675,0,3017,0,0,0.8171722643553629,0,0.8171722643553629,0,0,1000
11,2,646,0,3032,2,1,0.8243610657966286,0.0030864197530864196,0.8244565217391304,0.006153846153846154,0.049999999999999996,1000
11A,5,802,0,2882,5,1,0.7823018458197611,0.006195786864931847,0.7825969097316345,0.012315270935960592,0.09582863585118377,1000
11B,0,823,1,2807,1,0,0.7732782369146005,0,0.7730652712751308,0,0,1000
11C,0,715,0,3003,0,0,0.8076923076923077,0,0.8076923076923077,0,0,1000
11D,0,612,0,3181,0,0,0.8386501450039546,0,0.8386501450039546,0,0,1000
11E,1,1039,0,2473,1,1,0.7041571753986332,9.615384615384616e-4,0.704241389126103,0.001921229586935639,0.01609848484848485,1000
12A,0,703,0,2989,0,0,0.8095882990249187,0,0.8095882990249187,0,0,1000
12B,0,757,3,3047,3,0,0.8009989484752892,0,0.800367743630155,0,0,1000
12F,27,568,0,2918,27,1,0.8370625358577166,0.0453781512605042,0.838314830629092,0.08681672025723472,0.44693281402142154,1000
13,4,725,0,3110,4,1,0.8109517601043025,0.0054869684499314125,0.8111487366501693,0.010914051841746247,0.08575031525851197,1000
14,89,734,17,2588,106,0.839622641509434,0.7790487658037327,0.10814094775212636,0.7809218203033839,0.19160387513455326,0.6006351726875744,1000
15A,24,771,2,2818,26,0.9230769230769231,0.7851769295068264,0.03018867924528302,0.7861687413554633,0.058465286236297195,0.33691164327002476,1000
15B,8,580,0,3035,8,1,0.8395573997233748,0.013605442176870748,0.8399116754071212,0.026845637583892617,0.18994413407821226,1000
15B-C,0,1022,0,2604,0,0,0.7181467181467182,0,0.7181467181467182,0,0,1000
15C,4,650,4,2977,8,0.5,0.8207885304659498,0.0061162079510703364,0.8200825309491059,0.012084592145015106,0.08695652173913043,1000
15F,1,768,1,2878,2,0.5,0.7893582007679649,0.0013003901170351106,0.7891995614035088,0.002594033722438392,0.02122347066167291,1000
16F,25,718,1,2918,26,0.9615384615384616,0.8025302530253026,0.033647375504710635,0.8036592026215182,0.06501950585175553,0.366695427092321,1000
17A,0,753,0,3056,0,0,0.8023103176686794,0,0.8023103176686794,0,0,1000
17F,6,666,0,2860,6,1,0.8111174134997164,0.008928571428571428,0.8114382785956965,0.017699115044247787,0.1328125,1000
18A,3,1007,0,2610,3,1,0.7215924799557645,0.0029702970297029703,0.7218232044198895,0.005923000987166831,0.048204158790170135,1000
18B,0,882,0,2792,0,0,0.7599346761023408,0,0.7599346761023408,0,0,1000
18C,2,618,0,2991,2,1,0.828761429758936,0.0032258064516129032,0.8288562725006924,0.006430868167202572,0.052147239263803685,1000
18F,0,790,0,2834,0,0,0.7820088300220751,0,0.7820088300220751,0,0,1000
19A,200,568,26,2812,226,0.8849557522123894,0.8319526627218935,0.2604166666666667,0.8352745424292846,0.40241448692152915,0.7755474452554745,1000
19B,3,661,1,2836,4,0.75,0.8109808407206177,0.004518072289156626,0.8109111682376464,0.008982035928143712,0.07005494505494504,1000
19F,54,819,12,2470,66,0.8181818181818182,0.7509881422924901,0.061855670103092786,0.7523099850968703,0.11501597444089456,0.4758942457231726,1000
2,0,767,3,2910,3,0,0.7914060375305956,0,0.7907608695652174,0,0,1000
20,0,915,0,2788,0,0,0.7529030515798002,0,0.7529030515798002,0,0,1000
20A,0,802,0,2908,0,0,0.7838274932614555,0,0.7838274932614555,0,0,1000
