Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
1,107,761,0,3858,107,1,0.8352457241827236,0.12327188940092165,0.8389758781210326,0.21948717948717947,0.7050387596899225,100
10A,64,766,3,3876,67,0.9552238805970149,0.8349849202929772,0.07710843373493977,0.8366956891059673,0.1426978818283166,0.5720294426919033,100
10B,3,713,3,4078,6,0.5,0.8511792945105406,0.004189944134078212,0.850740045861997,0.008310249307479223,0.06280788177339901,100
10C,0,626,0,4207,0,0,0.8704738257810883,0,0.8704738257810883,0,0,100
10F,4,722,1,4146,5,0.8,0.8516844700082169,0.005509641873278237,0.8516314385388878,0.01094391244870041,0.08436724565756824,100
10X,0,709,0,4118,0,0,0.8531178785995442,0,0.8531178785995442,0,0,100
11,1,748,3,4091,4,0.25,0.8454226079768548,0.0013351134846461949,0.8449308279991741,0.0026560424966799467,0.020910209102091022,100
11A,7,709,0,3985,7,1,0.8489561141883255,0.009776536312849162,0.849181025313763,0.01936376210235131,0.14371980676328502,100
11B,1,779,0,4068,1,1,0.8392820301217248,0.001282051282051282,0.8393151815181518,0.002560819462227913,0.02135678391959799,100
11C,0,741,0,4100,0,0,0.8469324519727329,0,0.8469324519727329,0,0,100
11D,0,678,0,4160,0,0,0.8598594460520876,0,0.8598594460520876,0,0,100
11E,1,775,1,3851,2,0.5,0.8324686554258539,0.001288659793814433,0.8323249783923942,0.002570694087403599,0.021039603960396037,100
12A,0,692,0,4066,0,0,0.8545607398066415,0,0.8545607398066415,0,0,100
12B,0,764,3,4099,3,0,0.842895332099527,0,0.8423756678997123,0,0,100
12F,37,684,1,3896,38,0.9736842105263158,0.8506550218340612,0.05131761442441054,0.8516673884798615,0.09749670619235835,0.47328818660647104,100
13,19,673,1,4170,20,0.95,0.8610365475944662,0.02745664739884393,0.8614024264857084,0.05337078651685393,0.3191699604743083,100
14,135,723,8,3698,143,0.9440559440559441,0.8364623388373671,0.15734265734265734,0.8398334794040315,0.2697302697302697,0.7294977749523203,100
15A,27,701,6,3903,33,0.8181818181818182,0.8477410947002606,0.03708791208791209,0.8475307310761268,0.070959264126149807,0.36544585987261147,100
15B,4,607,19,4156,23,0.17391304347826086,0.8725593113583876,0.006546644844517185,0.8692018386961973,0.012618296529968454,0.06945863125638406,100
15B-C,0,703,0,4115,0,0,0.8540888335408884,0,0.8540888335408884,0,0,100
15C,2,684,10,4096,12,0.16666666666666666,0.8569037656903765,0.0029154518950437317,0.8551752921535893,0.005730659025787966,0.0387243735763098,100
15F,0,724,3,4015,3,0,0.847225152985862,0,0.8466891606916913,0,0,100
16F,28,669,11,4051,39,0.717948717948718,0.8582627118644067,0.040172166427546625,0.8571128388316873,0.07608695652173912,0.36033308099924294,100
17A,0,702,0,4230,0,0,0.8576642335766423,0,0.8576642335766423,0,0,100
17F,35,634,6,3933,41,0.8536585365853658,0.8611780162031969,0.052316890881913304,0.8611111111111112,0.09859154929577466,0.4490566037735849,100
18A,7,751,0,3955,7,1,0.8404164895877603,0.009234828496042216,0.8406535115637598,0.018300653594771243,0.13678160919540228,100
18B,1,752,0,3967,1,1,0.840644204280568,0.0013280212483399733,0.8406779661016949,0.002652519893899204,0.022106631989596878,100
18C,14,633,0,4008,14,1,0.8636069812540401,0.021638330757341576,0.8640171858216971,0.04236006051437216,0.2732491389207807,100
18F,2,685,0,4087,2,1,0.8564543168482817,0.002911208151382824,0.8565144532886468,0.005805515239477504,0.04728789986091794,100
19A,234,677,4,3810,238,0.9831932773109243,0.8491196790728772,0.25686059275521406,0.8558730158730159,0.4073107049608355,0.8429752066115702,100
19B,3,731,1,3947,4,0.75,0.8437366395895682,0.004087193460490463,0.8436565570269116,0.008130081300813007,0.06390977443609022,100
19F,92,731,11,3752,103,0.8932038834951457,0.8369395494088779,0.1117861482381531,0.8382032272132578,0.19870410367170627,0.6329421286928368,100
2,3,716,0,4135,3,1,0.852401566687281,0.004172461752433936,0.8524927894519984,0.008310249307479225,0.06649282920469361,100
20,3,753,1,4056,4,0.75,0.843418590143481,0.003968253968253968,0.8433409515894452,0.007894736842105263,0.06219512195121951,100
20A,6,729,0,4038,6,1,0.8470736312146003,0.00816326530612245,0.84726587052168445,0.016194331983805668,0.12274368231046931,100
20B,21,636,1,4215,22,0.9545454545454546,0.8688930117501547,0.0319634703196347,0.8692797044941515,0.06185567010309278,0.3538156590683845,100
20C,0,737,0,4053,0,0,0.8461377870563674,0,0.8461377870563674,0,0,100
21,28,604,0,4247,28,1,0.8754895897753041,0.04430379746835443,0.8762041401926625,0.08484848484848485,0.44074074074074077,100
22A,0,722,1,4047,1,0,0.848605577689243,0,0.8484276729559749,0,0,100
22F,161,754,0,3801,161,1,0.8344676180021954,0.17595628415300546,0.8401187446988974,0.2992565055762082,0.7840160412489258,100
23A,52,707,2,4014,54,0.9629629629629629,0.8502435924592248,0.06851119894598155,0.8515183246073298,0.12792127921279212,0.5446703635243376,100
23B,63,639,15,3950,78,0.8076923076923077,0.8607539769012856,0.08974358974358974,0.859867152346261,0.16153846153846152,0.5492307692307692,100
23F,98,661,6,3996,104,0.9423076923076923,0.8580631307708826,0.12911725955204217,0.8599033816425121,0.22711471610660489,0.6875773834089971,100
24,0,735,0,4056,0,0,0.8465873512836568,0,0.8465873512836568,0,0,100
24A,1,650,1,4066,2,0.5,0.8621713316369805,0.0015360983102918587,0.8620178041543026,0.0030627871362940273,0.02489019033674963,100
24F,57,681,0,4029,57,1,0.8554140127388535,0.07723577235772358,0.8571428571428571,0.14339622641509436,0.5872727272727273,100
25A,0,740,0,4117,0,0,0.8476425777228742,0,0.8476425777228742,0,0,100
25F,3,745,6,4054,9,0.3333333333333333,0.8447593248593457,0.004010695187165776,0.843801996672213,0.007926023778071336,0.05717488789237669,100
27,1,832,0,3947,1,1,0.825905001046244,0.0012004801920768306,0.8259414225941423,0.002398081534772182,0.020023557126030624,100
28A,5,681,0,4135,5,1,0.8585963455149501,0.007288629737609329,0.8587429993777225,0.01447178002894356,0.11096605744125326,100
28F,0,679,0,4035,0,0,0.8559609673313534,0,0.8559609673313534,0,0,100
29,4,736,0,4140,4,1,0.8490566037735849,0.005405405405405406,0.8491803278688524,0.010752688172043012,0.0845771144278607,100
