Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
1,150,881,0,3907,150,1,0.815998329156224,0.1454898157129001,0.8215876873228027,0.2540220152413209,0.7432235499854271,5
10A,102,900,1,3941,103,0.9902912621359223,0.8140879983474488,0.10179640718562874,0.8177588996763754,0.18461538461538463,0.6543396226415095,5
10B,9,904,0,4047,9,1,0.8174106241163401,0.009857612267250822,0.817741935483871,0.019522776572668113,0.1447492904446547,5
10C,0,820,0,4190,0,0,0.8363273453093812,0,0.8363273453093812,0,0,5
10F,5,876,0,4117,5,1,0.8245543761265772,0.0056753688989784334,0.8247298919567827,0.011286681715575621,0.08844953173777315,5
10X,0,932,0,4036,0,0,0.8123993558776168,0,0.8123993558776168,0,0,5
11,1,895,3,4125,4,0.25,0.8217131474103586,0.0011160714285714285,0.8212579617834395,0.002222222222222222,0.017708333333333333,5
11A,41,925,8,3974,49,0.8367346938775511,0.8111859563176158,0.042443064182194616,0.8114389652384802,0.08078817733990148,0.3982857142857143,5
11B,1,828,0,4231,1,1,0.8363312907689266,0.0012062726176115801,0.8363636363636363,0.0024096385542168672,0.020118343195266272,5
11C,0,876,0,4131,0,0,0.8250449370880767,0,0.8250449370880767,0,0,5
11D,0,826,0,4196,0,0,0.8355236957387495,0,0.8355236957387495,0,0,5
11E,0,839,1,3976,1,0,0.8257528556593977,0,0.8255813953488372,0,0,5
12A,0,863,0,4094,0,0,0.8259027637684083,0,0.8259027637684083,0,0,5
12B,1,859,2,4168,3,0.3333333333333333,0.8291227372190173,0.0011627906976744186,0.8288270377733599,0.002317497103128621,0.018722466960352423,5
12F,212,911,13,3843,225,0.9422222222222222,0.8083718973496004,0.188780053428317,0.8144205663787909,0.314540059347181,0.7630743171712894,5
13,31,835,0,4172,31,1,0.8332334731376073,0.03579676674364896,0.834259626836046,0.06911928651059086,0.3869309838472834,5
14,218,754,3,3872,221,0.9864253393665159,0.8370082144401211,0.2242798353909465,0.843820920156798,0.3654652137468567,0.8220940550133097,5
15A,49,806,0,3974,49,1,0.8313807531380754,0.05730994152046784,0.8330917374197556,0.1084070796460177,0.5082367297132399,5
15B,9,797,15,4086,24,0.375,0.83678066762236325,0.011166253101736972,0.8345221112696148,0.021686746987951807,0.12857142857142856,5
15B-C,0,921,0,4049,0,0,0.8146881287726359,0,0.8146881287726359,0,0,5
15C,5,844,9,4074,14,0.35714285714285715,0.8283855225701505,0.005889281507656066,0.8270478507704785,0.011587485515643108,0.07921714818266543,5
15F,2,855,1,4073,3,0.6666666666666666,0.8265016233766234,0.002333722287047841,0.8264043804502129,0.0046511627906976735,0.03756906077348066,5
16F,49,783,1,4083,50,0.98,0.8390875462392109,0.05889423076923077,0.8405207485760781,0.1111111111111111,0.5104166666666666,5
17A,0,946,0,4159,0,0,0.8146914789422135,0,0.8146914789422135,0,0,5
