Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
1,130,1384,0,2966,130,1,0.6818390804597702,0.08586525759577279,0.6910714285714286,0.15815085158150852,0.6149137451307736,500
10A,83,1369,0,3069,83,1,0.6915277151870212,0.05716253443526171,0.6971908869719089,0.10814332247557003,0.5075539568345324,500
10B,9,1444,0,3182,9,1,0.6878512753999135,0.006194081211286993,0.6884573894282632,0.012311901504787962,0.09580463368816532,500
10C,0,1292,0,3335,0,0,0.720769397017506,0,0.720769397017506,0,0,500
10F,0,1359,1,3293,1,0,0.7078675838349097,0,0.7077154523963035,0,0,500
10X,0,1430,0,3174,0,0,0.6894005212858384,0,0.6894005212858384,0,0,500
11,2,1464,3,3216,5,0.4,0.6871794871794872,0.001364256480218281,0.6868729989327641,0.0027192386131883075,0.02199223803363519,500
11A,5,1421,0,3082,5,1,0.6844326004885631,0.0035063113604488078,0.6847826086956522,0.0069881201956673656,0.05644090305444887,500
11B,0,1563,1,3014,1,0,0.6585099410093948,0,0.6583660987330712,0,0,500
11C,0,1340,0,3306,0,0,0.7115798536375376,0,0.7115798536375376,0,0,500
11D,0,1292,0,3370,0,0,0.7228657228657228,0,0.7228657228657228,0,0,500
11E,1,1547,1,2850,2,0.5,0.648169206277007,6.459948320413437e-4,0.6481018413275744,0.0012903225806451615,0.010759493670886078,500
12A,0,1430,0,3166,0,0,0.6888598781549173,0,0.6888598781549173,0,0,500
12B,0,1570,3,3151,3,0,0.66744333827578906,0,0.6670194750211685,0,0,500
12F,29,1250,0,3123,29,1,0.7141550423050538,0.022673964034401875,0.7160381644706951,0.04434250764525994,0.28284566838783703,500
13,11,1380,0,3270,11,1,0.7032258064516129,0.007907979870596693,0.7039261960952585,0.015691868758915834,0.11933631142310147,500
14,147,1444,2,2821,149,0.9865771812080537,0.661430246189918,0.09239472030169704,0.6724059809696421,0.16896551724137931,0.628679245283019,500
15A,21,1427,1,2983,22,0.9545454545454546,0.6764172335600908,0.014502762430939226,0.677797833935018,0.02857142857142857,0.1983333333333333,500
15B,7,1197,16,3388,23,0.30434782608695654,0.7389312977099237,0.005813953488372093,0.7367621527777778,0.011409942950285249,0.0756997455470738,500
15B-C,0,1460,0,3102,0,0,0.6799649276633055,0,0.6799649276633055,0,0,500
15C,5,1388,7,3219,12,0.4166666666666667,0.6987193401345778,0.003589375448671931,0.697986577181208,0.0071174377224199285,0.05362776025236593,500
15F,0,1574,3,2997,3,0,0.6556552176766571,0,0.655225185832969,0,0,500
16F,32,1549,0,3003,32,1,0.6597100175746925,0.02024035420619861,0.662085514834206,0.03967761934283943,0.25991399904443385,500
17A,0,1518,0,3270,0,0,0.6829573934837093,0,0.6829573934837093,0,0,500
17F,14,1243,0,3181,14,1,0.7190325497287523,0.011137629276054098,0.7199188823794502,0.022029897718332022,0.16070222822417288,500
18A,5,1575,0,2899,5,1,0.6479660259275816,0.0031645569620253164,0.6483590087073008,0.006309148264984227,0.05120481927710843,500
18B,1,1633,0,2948,1,1,0.6435276140580659,6.119951040391676e-4,0.6436054124836316,0.0012232415902140672,0.0103030303030303,500
18C,1,1210,0,3249,1,1,0.728638708230545,8.257638315441783e-4,0.7286995515695067,0.0016501650165016502,0.013854930725346373,500
