Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
1,150,401,0,4387,150,1,0.91624895572264,0.27223230490018147,0.9187930336168489,0.42796005706134094,0.8641138597085734,5
10A,101,428,2,4413,103,0.9805825242718447,0.9115885147696757,0.19092627599243855,0.9130258899676376,0.31962025316455694,0.7887000459347726,5
10B,8,432,1,4519,9,0.8888888888888888,0.9127449000201979,0.01818181818181818,0.9127016129032258,0.035634743875278395,0.2328767123287671,5
10C,0,349,0,4661,0,0,0.9303393213572855,0,0.9303393213572855,0,0,5
10F,5,433,0,4560,5,1,0.9132785900260364,0.01141552511415525,0.9133653461384554,0.022573363431151242,0.1640926640926641,5
10X,0,470,0,4498,0,0,0.9053945249597424,0,0.9053945249597424,0,0,5
11,1,448,3,4572,4,0.25,0.9107569721115538,0.0022271714922048997,0.9102308917197452,0.004415011037527593,0.033138401559454196,5
11A,40,444,9,4455,49,0.8163265306122449,0.9093692590324556,0.08264462809917356,0.908447857720291,0.150093808630394,0.5362776025236594,5
11B,1,389,0,4670,1,1,0.9231073334651116,0.002564102564102564,0.9231225296442688,0.005115089514066497,0.04187192118226601,5
11C,0,439,0,4568,0,0,0.9123227481525864,0,0.9123227481525864,0,0,5
11D,0,390,0,4632,0,0,0.9223416965352449,0,0.9223416965352449,0,0,5
11E,0,427,1,4388,1,0,0.911318795430945,0,0.9111295681063123,0,0,5
12A,0,412,0,4545,0,0,0.916885212830341,0,0.916885212830341,0,0,5
12B,0,387,3,4640,3,0,0.9230157151382534,0,0.9224652087475149,0,0,5
12F,208,431,17,4323,225,0.9244444444444444,0.9093395035759361,0.325508607198748,0.9100220927897168,0.48148148148148145,0.8341589997640954,5
13,31,380,0,4627,31,1,0.9241062512482524,0.07542579075425791,0.9245732433505359,0.14027149321266968,0.5810363836824697,5
14,214,378,7,4248,221,0.9683257918552036,0.9182879377431906,0.3614864864864865,0.9205694243862182,0.5264452644526446,0.8812984496124031,5
15A,49,369,0,4411,49,1,0.9228033472803348,0.11722488038277512,0.9235866639055705,0.20985010706638116,0.6930116472545758,5
15B,21,363,3,4520,24,0.875,0.9256604546385419,0.0546875,0.9254126757693092,0.10294117647058823,0.46484375,5
15B-C,0,427,0,4543,0,0,0.9140845070422535,0,0.9140845070422535,0,0,5
15C,14,410,0,4508,14,1,0.9166327775518504,0.0330188679245283,0.9168694241686942,0.0639269406392694,0.367283950617284,5
15F,2,409,1,4519,3,0.6666666666666666,0.9170048701298701,0.004866180048661801,0.9168525654025552,0.009661835748792272,0.07407407407407407,5
16F,47,372,3,4494,50,0.94,0.9235511713933415,0.11217183770883055,0.9237184703010578,0.20042643923240938,0.6554552912223134,5
17A,0,429,0,4676,0,0,0.9159647404505387,0,0.9159647404505387,0,0,5
17F,40,391,0,4363,40,1,0.9177534707614641,0.09280742459396751,0.9184397163120568,0.16985138004246284,0.634920634920635,5
18A,5,389,0,4491,5,1,0.9202868852459016,0.012690355329949238,0.9203684749232344,0.02506265664160401,0.17932489451476794,5
18B,0,378,1,4534,1,0,0.9230456026058632,0,0.9228577244046408,0,0,5
18C,44,395,2,4434,46,0.9565217391304348,0.91820252640298194,0.10022779043280182,0.9185641025641026,0.1814432989690722,0.6365957446808511,5
18F,2,406,0,4568,2,1,0.9183755528749498,0.004901960784313725,0.9184083601286174,0.00975609756097561,0.07727272727272727,5
19A,251,378,3,4333,254,0.9881889763779528,0.9197622585438335,0.3990461049284579,0.923262839879154,0.5685164212910532,0.9092265075644577,5
19B,7,379,0,4474,7,1,0.9219039769214918,0.018134715025906734,0.9220164609053498,0.03562340966921119,0.2389558232931727,5
19F,101,359,3,4326,104,0.9711538461538461,0.9233724653148345,0.21956521739130436,0.9244101064940489,0.35815602836879434,0.8083804143126178,5
2,5,373,0,4641,5,1,0.9256082967690467,0.013227513227513227,0.925682406853955,0.02610966057441253,0.185589519650655,5
20,3,421,1,4610,4,0.75,0.9163188232955675,0.007075471698113208,0.9161866931479643,0.014018691588785048,0.1045081967213115,5
20A,12,419,1,4524,13,0.9230769230769231,0.9152336637669432,0.027842227378190254,0.9152542372881356,0.05405405405405405,0.31924882629107976,5
20B,19,401,1,4603,20,0.95,0.9198641087130296,0.04523809523809524,0.919984076433121,0.08636363636363636,0.4364864864864865,5
20C,0,435,0,4500,0,0,0.9118541033434651,0,0.9118541033434651,0,0,5
21,35,441,0,4608,35,1,0.9126559714795008,0.07352941176470588,0.9132572777340676,0.13698630136986303,0.5743243243243242,5
22A,1,392,0,4544,1,1,0.9205834683954619,0.002544529262086514,0.9205995543852542,0.005076142131979696,0.04156479217603913,5
22F,143,464,1,4244,144,0.9930555555555556,0.9014443500424809,0.2355848434925865,0.9041632316570486,0.38082556591211714,0.8351082102370319,5
