nn_serotype,auc,threshold,sensitivity,specificity,k
6C,0.8899014036045872,0.2160809580387053,0.9717682020802377,0.8144486692015209,50
14,0.9484860400729497,0.08960211448525385,0.9858712715855573,0.8438420845233487,50
23F,0.9031088477960689,0.13092147951583122,0.8333333333333334,0.896136312562201,50
12F,0.9773009797499589,0.15643782176362125,0.9461538461538461,0.9465180534778592,50
9V,0.8560009081547728,0.12757697974547388,0.7866666666666666,0.8498722907392542,50
6A,0.8591469541775207,0.10416077068087887,0.7308066083576288,0.8084475025173161,50
19F,0.8590036310383862,0.057843253577321785,0.9981391886862672,0.7106112451324033,50
3,0.9973085290671229,0.21826561107606784,0.9895287958115183,0.9766741395226164,50
6B,0.9034309912760492,0.00989888684489309,0.9766688269604666,0.6863698932203617,50
12B,0.8831632653061228,0.2510592074275466,1,0.7653061224489796,50
19A,0.9643769677510391,0.18010362217313952,0.956081081081081,0.9062155359578842,50
18C,0.8320354810732862,0.05210789374736485,0.9005524861878453,0.6064369351505917,50
35B,0.8473705047190507,0.1395950898280004,0.75177304964539,0.8781683845183004,50
17F,0.9182907095298547,0.13681607573955823,0.9920844327176781,0.8501822770611329,50
18A,0.909913117789434,0.4227387898844873,0.9411764705882353,0.9144471347861178,50
5,0.9818076115883795,0.10360901202232692,0.9886363636363636,0.9177653170301746,50
45,0.840103716508211,0.5497604362703106,1,0.7359550561797753,50
22F,0.9748108932399011,0.11394483111877496,0.8867924528301887,0.9684604673361642,50
10A,0.9690759236681606,0.15987780161058063,0.9774078478002378,0.8791313140194311,50
21,0.8727144355351719,0.24479861926102264,0.9132530120481928,0.770297214779737,50
4,0.8275214042183563,0.14193667269063176,0.814868804664723,0.7919028767484825,50
10B,0.6599378881987314,0.27099624234715464,0.8323699421965318,0.5547791580400276,50
15B/C,0.6250378545460563,0.15742937859333955,0.44144144144144143,0.8734475906607054,50
13,0.9655242944824015,0.3259761754152078,0.9423558897243107,0.9329959558904776,50
23B,0.8937262879045111,0.10047367207211105,0.9697297297297297,0.8433723993822113,50
16F,0.9209766556296216,0.07779493374923974,0.9919137466307277,0.7528351621406241,50
28F,0.6933539473169171,0.30574312092753037,1,0.44154370034052215,50
35A,0.9075449155790195,0.14511624214199076,0.9814814814814815,0.859403530127815,50
15B,0.932731427297566,0.17012522271588398,0.9242424242424242,0.861561611770607,50
24A,0.9210284664830117,0.46329215240712196,1,0.9008264462809917,50
31,0.9797711041234421,0.3240513729452925,1,0.9305564901419824,50
15A,0.9617941055176016,0.2216245381606083,0.9234828496042217,0.9118416702092484,50
15C,0.8255885184212871,0.17489960639120367,0.7307692307692307,0.8555176336746303,50
24F,0.9892902495064344,0.1309430471026411,0.9915966386554622,0.97736057426836,50
7F,0.9776756168956238,0.13316886541045986,0.9671052631578947,0.9015459486237998,50
29,0.9118064201808188,0.49520352273739515,0.8714285714285714,0.9257294429708223,50
35F,0.9697783285143617,0.18491670188155013,1,0.8801115241635687,50
33F,0.9161615135477209,0.1466377143820355,0.7906976744186046,0.8966547108983574,50
11A,0.8362152189903942,0.14903959378515758,0.7835497835497836,0.80925275006759545,50
11E,0.853493624772313,0.19699947485341213,0.88,0.740983606557377,50
11,0.7436692506459948,0.15497415356025235,1,0.5111111111111111,50
9N,0.9315007257695871,0.0070664115806761095,0.995850622406639,0.8365147482966658,50
34,0.8490148075410354,0.16086132608850495,0.9969287469287469,0.8035818571150477,50
7C,0.8382828629545439,0.0481136955467561,0.972972972972973,0.7213607623767788,50
48,0.46308724832214754,0.4750098747773667,1,0.2214765100671141,50
8,0.9953240133612695,0.1556572006698136,0.9893617021276596,0.976353296326274,50
15F,0.7982456140350874,0.5246865694126746,0.6666666666666666,0.9736842105263158,50
9L,0.3663594538333106,0.10124641579235766,0.9946120689655172,0.28272827282728275,50
46,0.6382591352941771,0.3619979983454803,0.9551020408163265,0.5582970488630866,50
38,0.6955059221658533,0.07359672190986977,0.5138888888888888,0.8549644670050761,50
33D,0.5042152121345356,0.3408657328966775,0.975,0.3185315453945922,50
19B,0.7569071428571307,0.3134111629655173,0.92,0.5998214285714286,50
1,0.9528235963467913,0.07847026780490152,1,0.884051258298595,50
33B,0.7912513842746328,0.5765516213242486,0.6666666666666666,0.9867109634551495,50
20B,0.83363143522429,0.12154945854762944,0.8148148148148148,0.7414424198543904,50
23A,0.9801709569407459,0.09472702607460115,0.993963782696177,0.8814114448152268,50
20A,0.5950645624103047,0.08851370840712952,0.8088235294117647,0.45479674796747965,50
6D,0.3078626799557023,0.18959336203057103,1,0.17829457364341086,50
28A,0.6406547451861573,0.33897712477641456,0.9393939393939394,0.5,50
20,0.8737244514012262,0.23830537453468947,0.920863309352518,0.9058577405857741,50
18F,0.0900826446280992,0.40301844277725946,1,0.05785123966942149,50
